name,full_name,overall_rating
E. Room,Eloy Room,74
K. Konaté,Koffi Cheikh Konaté,74
Rubén Alcaraz,Rubén Alcaraz Jiménez,74
A. Nyom,Allan Nyom,74
Yuri Ribeiro,Yuri Oliveira Ribeiro,74
M. Ekici,Mehmet Ekici,74
I. Sosa,Víctor Ismael Sosa,74
L. Melgarejo,Lorenzo António Melgarejo Sanabria,74
William,William Alves de Oliveira,74
M. Vydra,Matěj Vydra,74
Bebé,Tiago Manuel Dias Correia,74
Adrián González,Adrián  González Morales,74
C. Söyüncü,Çağlar Söyüncü,74
K. Iheanacho,Kelechi Iheanacho,74
M. Tisserand,Marcel Tisserand,74
A. Lozano,Anthony Rubén Lozano Colón,74
L. Waldschmidt,Luca Waldschmidt,74
Adrianiscito,Adriano Leandro Soares Taffarel,74
S. Grytebust,Sten Michael Grytebust,74
I. Strinić,Ivan Strinić,74
Pedro Rebocho,Pedro Miguel Braga Rebocho,74
J. Mbakogu,Jerry Mbakogu,74
Dória,Matheus Dória Macedo,74
M. Çağıran,Musa Çağıran,74
K. Kamara,Kaiansu Kei Kamara,74
S. Bahoken,Stéphane Bahoken,74
B. Gibson,Ben Gibson,74
Nacho,José Ignacio Martínez García,74
A. Cornelius,Andreas Evald Cornelius,74
M. Le Marchand,Maxime Le Marchand,74
P. Diop,Pape Cheikh Diop Gueye,74
S. Özbayraklı,Şener Özbayraklı,74
S. Davis,Steven Davis,74
A. Baba,Abdul Rahman Baba,74
E. Zukanović,Ervin Zukanović,74
O. Niasse,El-Hadji Baye Oumar Niasse,74
P. Mpoku,Paul-José M'Poku Ebunge,74
K. McDonald,Kevin McDonald,74
Jesus Andradaldo,Jesus Fabrício Andrade Simões,74
S. Dzhanaev,Soslan Dzhanaev,74
M. Degenek,Miloš Degenek,74
A. Tameze,Adrien Tameze,74
Tiago Silva,Tiago Rafael Maia Silva,74
E. Bauthéac,Éric Bauthéac,74
Y. Ravet,Yoric Ravet,74
D. Tošić,Duško Tošić,74
D. Padelli,Daniele Padelli,74
B. Mensah,Bernard Mensah,74
J. Biabiany,Jonathan Ludovic Biabiany,74
I. Iličević,Ivo Iličević,74
H. Barnes,Harvey Lewis Barnes,74
C. Awaziem,Chidozie Collins Awaziem,74
Luna,Antonio Manuel Luna Rodríguez,74
A. Chedjou,Aurélien Chedjou,74
Djavan,Djavan da Silva Ferreira,74
A. Rebrov,Artem Rebrov,74
G. Margreitter,Georg Margreitter,74
Salvi Sánchez,Salvador Sánchez Ponce,73
Pietrson Mendes,Pietro Maurício Mendes Abranches,73
M. Russ,Marco Russ,73
H. Van Crombrugge,Hendrik Van Crombrugge,73
A. Barrada,Abdelaziz Barrada,73
K. Nakamura,中村 宪剛,73
A. Clayton,Adam Clayton,73
T. Leibold,Tim Leibold,73
V. Karavaev,Vyacheslav Karavaev,73
I. Fossum,Iver Fossum,73
D. Bessa,Daniel Bessa,73
N. Acevedo,Nelson Acevedo,73
S. Rybalka,Sergiy Rybalka,73
G. Di Lorenzo,Giovanni Di Lorenzo,73
H. Diallo,Habib Diallo,73
B. Fernández,Brian Fernández,73
J. Basanta,José María Basanta,73
S. Thioub,Sada Thioub,73
C. Adams,Che Adams,73
Jota,José Ignacio Peleteiro Ramallo,73
E. Crivelli,Enzo Crivelli,73
Etxeita,Xabier Etxeita Gorritxategi,73
D. Ciofani,Daniel Ciofani,73
M. Urruti,Maximiliano Urruti,73
Gerso,Gerso Fernandes,73
J. Šural,Josef Šural,73
B. Celina,Bersant Celina,73
S. Al Faraj,Salman Mohammed Al Faraj,73
L. Majer,Lovro Majer,73
J. St. Juste,Jeremiah St. Juste,73
M. Bolaños,Miler Alejandro Bolaños Reascos,73
R. Krishna,Roy Krishna,73
E. Goldaniga,Edoardo Goldaniga,73
Suk Hyun Jun,석현준 玄铉俊,73
Míchel,Miguel Alfonso Herrero Javaloyas,73
Álex Gallar,Álejandro Gallar Falguero,73
Insua,Pablo Insua Blanco,73
Ignasi Miquel,Ignasi Miquel i Pons,73
L. Bustamante,Luis Gonzalo Bustamante,73
E. Schelotto,Ezequiel Schelotto,73
Paulinho,Paulo Sérgio Mota,73
F. Hübner,Florian Hübner,73
Castro,André de Castro Pereira,73
R. Aliendro,Rodrigo Aliendro,73
M. Kanazaki,金崎 夢生,73
S. Sunzu,Stoppila Sunzu,73
Y. Sanogo,Yaya Sanogo,73
T. Minamino,南野 拓実,73
S. Dioudis,Sokratis Dioudis,73
J. Al Hussien,Jehad Fadel Al Hussain,73
Raul García,Raúl García Carnero,73
S. Bertoli,Sebastián Hernán Bertoli,73
J. Gélin,Jérémy Gélin,73
J. Mišić,Josip Mišić,73
Fabiano,Fabiano Ribeiro de Freitas,73
O. Mangala,Orel Mangala,73
J. Toljan,Jeremy Toljan,73
J. Gandolfi,Javier Marcelo Gandolfi,73
J. Lewis,Joe Lewis,73
J. Bořil,Jan Bořil,73
S. Clucas,Sam Clucas,73
A. Grünwald,Alexander Grünwald,73
J. Poulsen,Jakob Bendix Uhd Poulsen,73
C. Montes,César Jasib Montes Castro,73
R. Meggiorini,Riccardo Meggiorini,73
N. Bungert,Niko Bungert,73
C. Kouamé,Christian Kouamé,73
F. Meza,Francisco Javier Meza Palma,73
A. Henríquez,Ángelo Henríquez,73
Nélson Oliveira,Nélson Miguel Castro Oliveira,73
E. Terranova,Emanuele Terranova,73
R. Emond,Renaud Emond,73
G. Hooper,Gary Hooper,73
L. Freeman,Luke Anthony Freeman,73
Miguel Vieira,Luís Miguel Vieira da Silva,73
A. Rispoli,Andrea Rispoli,73
N. Navarro,Nicolás Gastón Navarro,73
A. Barboza,Alexander Nahuel Barboza Ullúa,73
A. Maxim,Alexandru Iulian Maxim,73
O. John,Ola John,73
A. Smithies,Alex Smithies,73
P. Barrientos,Pablo César Barrientos,73
F. Rinaudo,Fabián Andrés Rinaudo,73
L. Mazzitelli,Luca Mazzitelli,73
Eduardo,Eduardo Antônio Machado Teixeira,73
G. Pazzini,Giampaolo Pazzini,73
A. Bamba,Abdoulaye Bamba,73
A. Mina,Arturo Mina,73
I. Mbaye,Ibrahima Mbaye,73
M. Tekdemir,Mahmut Tekdemir,73
L. Burián,Leonardo Fabián Burián Castro,73
Michel Cruceiro,Michel David Cruceiro Muscato,73
Ricardo,Ricardo Jorge Vaz Té,73
Y. Gordillo,Yeison Stiven Gordillo Vargas,73
G. Peruzzi,Gino Peruzzi,73
Yu Hanchao,汉超于,73
K. Westwood,Keiren Westwood,73
Evandro Rochedo,Evandro Sérgio Rochedo Paulino,73
Dani Pacheco,Daniel Pacheco Lobato,73
A. Ríos,Antonio Ríos Martínez,73
D. Kadah,Deniz Kadah,73
A. Diakhaby,Adama Diakhaby,73
Juan Carlos,Juan Carlos Martín Corral,73
I. Success,Isaac Success,73
S. Al Dawsari,Salem Al Dawsari,73
A. Özbiliz,Aras Özbiliz,73
G. Banguera,Geovanni Banguera,73
K. Johnsson,Karl-Johan Johnsson,73
U. Demirok,Uğur Demirok,73
N. Asare,Nana Kwesi Asare,73
M. Pucciarelli,Manuel Pucciarelli,73
D. Fagundez,Diego Santiago Fagúndez Pepe,73
W. Troost-Ekong,William Troost-Ekong,73
Paulinho,Paulo José de Oliveira,73
J. Foyth,Juan Marcos Foyth,73
M. Linnes,Martin Linnes,73
Serginho,Sérgio Antônio Soler Oliveira Jr,73
Hélder Lopes,Hélder Filipe Oliveira Lopes,73
E. Berg,Erik Berg,73
R. Bengtsson,Rasmus Bengtsson,73
F. Forestieri,Fernando Martín Forestieri,73
K. Wilczek,Kamil Wilczek,73
G. Cimirot,Gojko Cimirot,73
I. Bennacer,Ismaël Bennacer,73
L. Marrone,Luca Marrone,73
R. Halliche,Rafik Halliche,73
V. Vada,Valentín Vada,73
Y. Bissouma,Yves Bissouma,73
R. Salinas,Rodrigo Salinas Dorantes,73
R. Doan,堂安 律,73
F. Pardo,Édgar Felipe Pardo Castro,73
J. Duque,Jhon Duque,73
D. Jensen,David Jensen,73
Omar Ramos,Julián Omar Ramos Suárez,73
D. Randolph,Darren Randolph,73
S. Sensi,Stefano Sensi,73
A. Ricaurte,Andrés Ricaurte Vélez,73
M. Aguirregaray,Matías Aguirregaray Guruceaga,73
João Carvalho,João António Antunes Carvalho,73
A. Zeneli,Arbër Zeneli,73
D. Dainelli,Dario Dainelli,73
K. Hansen,Kian Hansen,73
R. Bennett,Ryan Bennett,73
Lee Chung Yong,이청용 李青龙,73
V. Verre,Valerio Verre,73
Kwoun Sun Tae,권순태 权纯泰,73
Mauro Cildinho,Mauro Pierre Cildinho Conradi,73
Edinho,Arnaldo Edi Lopes da Silva,73
L. Pisculichi,Leonardo Nicolás Pisculichi,73
Y. Benalouane,Yohan Benalouane,73
A. Ragusa,Antonino Ragusa,73
F. Lemoine,Fabien Lemoine,73
C. Roldan,Cristian Roldan,73
D. Ndong,Didier  Ndong Ibrahim,73
V. Coufal,Vladimír Coufal,73
M. Oršić,Mislav Oršić,73
Édundo Oliveira,Éder Marvin Oliveira Simão,73
B. Bannan,Barry Bannan,73
R. Koch,Robin Koch,73
N. Pasquini,Nicolás Pasquini,73
A. Rosina,Alessandro Rosina,73
T. Parker,Tim Parker,73
Marcos Guilherme,Marcos G. Santos Matos,73
D. Luckassen,Derrick Luckassen,73
S. Hutchinson,Shaun Hutchinson,72
Bruno Lamas,Bruno José Pavani Lamas,72
A. Bălută,Alexandru Bălută,72
De las Cuevas,Miguel Ángel De las Cuevas Barberá,72
Léo Bonatini,Leonardo B. Lohner Maia,72
D. Kolář,Daniel Kolář,72
T. Aoyama,青山 敏弘,72
S. Montoya,Santiago Montoya,72
V. Aguilera,Victor Emanuel Aguilera,72
H. Yamaguchi,山口 蛍,72
I. Mboyo,Ilombe Mboyo,72
Bruno Tabata,Bruno Vinícius Souza Ramos,72
B. Barišić,Borna Barišić,72
Wilson Manafá,Wilson Miguéis Manafá Jancó,72
C. Nørgaard,Christian Nørgaard,72
G. Friend,George Friend,72
D. Khocholava,Davit Khotcholava,72
B. Srarfi,Bassem  Srarfi,72
Romarinho,Romário Ricardo da Silva,72
Mateus,Mateus Galiano da Costa,72
W. Hoolahan,Wes Hoolahan,72
R. Azeez,Ramon Olamilekan Azeez,72
M. Frey,Michael Frey,72
J. Akpa Akpro,Jean-Daniel Akpa Akpro,72
Isaac Cuenca,Joan Isaac Cuenca López,72
Fábio Pacheco,Fábio José Ferreira Pacheco,72
Lucas Piazon,Gustavo Lucas Domingues Piazon,72
Timo Triano,Timoteo Samuel Triano Branco,72
A. Scholz,Alexander Scholz,72
Y. Chibsah,Yussif Raman Chibsah,72
M. Duffy,Mark Duffy,72
G. McAuley,Gareth McAuley,72
N. Al Abed,Nawaf Shaker Al Abid,72
Alessinito,Alessandro Nuno Vaz Laranjeiras,72
D. Verde,Daniele Verde,72
P. Lasogga,Pierre-Michel Lasogga,72
M. Pack,Marlon Pack,72
Z. Ferhat,Zinedine Ferhat,72
C. Marshall,Chad Marshall,72
J. Bahebeck,Jean-Christophe Bahebeck,72
R. Espinoza,Róger Espinoza Ramírez,72
N. González,Nicolás Iván González,72
Nuno Santos,Nuno Miguel Gomes dos Santos,72
K. Kusk,Kasper Kusk Vangsgaard,72
E. Lamanna,Eugenio Lamanna,72
G. Sunu,Gilles Sunu,72
E. Berggreen,Emil Berggreen,72
G. Núñez,Jonathan Guillermo Nuñez Espinoza,72
L. Aued,Luciano Aued,72
Hao Junmin,蒿俊闵,72
V. Găman,Marius Valerică Găman,72
Pulido,Jorge Pulido Mayoral,72
A. Mobara,Abbubaker Mobara,72
J. Ledley,Joe Ledley,72
A. Çalık,Ahmet Çalık,72
A. Cerri,Alberto Cerri,72
Kim Jin Su,킴진수 金珍洙,72
C. Gytkjær,Christian Gytkjær,72
Kangin Lee,이강인 Kangin Lee,72
Edigar Junio,Edigar Junio Teixeira Lima,72
J. Bostock,John Bostock,72
S. Pellissier,Sergio Pellissier,72
M. Antonsson,Marcus Antonsson,72
M. Kean,Moise Kean,72
J. Collins,James  Collins,72
N. Mushekwi,Nyasha Liberty Mushekwi,72
L. Jiménez,Leiton Jiménez,72
D. N'Dinga,Delvin N’Dinga,72
F. Kroos,Felix Kroos,72
M. Mahi,Mimoun Mahi,72
J. van Overeem,Joris van Overeem,72
A. Esswein,Alexander Esswein,72
J. Moreira,Jorge Moreira,72
Jorge Carvallinho,Jorge Pietro Carvalho Porfírio,72
J. Pereira,Jair Pereira Rodríguez,72
N. Galović,Nino Galović,72
S. Mosquera,Hárold Santiago  Mosquera Caicedo,72
J. Nieto,Juan Pablo Nieto Salazar,72
C. Yacob,Claudio Ariel Yacob,72
L. Ajorque,Ludovic Ajorque,72
H. Barcos,Hernán Barcos,72
S. Nakamura,中村 俊輔,72
M. Doumbia,Moussa Doumbia,72
G. Tutino,Gennaro Tutino,72
A. Allione,Agustín Allione,72
G. Lanaro,Germán Lanaro,72
W. Zimmerman,Walker Zimmerman,72
L. Rizzo,Luca Rizzo,72
R. Gutiérrez,Roberto Carlos Gutiérrez Gamboa,72
M. Gavranović,Mario Gavranović,72
O. Hurmacı,Özer Hurmacı,72
A. Tello,Andres Tello,72
S. Gustafson,Simon Gustafson,72
F. Ceravolo,Fabio Giovanni Ceravolo,72
F. Coloccini,Fabricio Coloccini,72
G. Curci,Gianluca Curci,72
Daniel Guimarães,Daniel Martins Guimarães,72
E. Hallfreðsson,Emil Hallfreðsson,72
M. Albornoz,Miiko Martín Albornoz Inola,72
J. Mercier,Juan Ignacio Mercier,72
M. Donald,Mitchell Glenn Donald,72
M. Cuisance,Mickaël Cuisance,72
A. Warda,Amr Warda,72
A. Traoré,Adama Traoré,72
O. McBurnie,Oliver McBurnie,72
Dankler,Dankler Luís de Jesus Pedreira,72
M. Goicoechea,Mauro Daniel Goicoechea Furia,72
L. Andersen,Lucas  Andersen,72
C. Obasi,Chinedu Obasi Ogbuke,72
T. Howard,Tim Howard,72
H. Goitom,Henok Goitom,72
S. Khaoui,Saîf-Eddine Khaoui,72
R. van La Parra,Rajiv van La Parra,72
Adrián Marín,Adrián Marín Gómez,72
L. Menossi,Lucas Menossi,72
Josué Sá,Josué Humberto Gonçalves Leal Sá,72
A. Chatzigiovanis,Anastasios Chatzigiovanis,72
Cristian Lodeira,Cristian Enzo Lodeira Araujo,72
A. Pantic,Aleksandar Pantić,72
J. Rojas,Jorge Luis Rojas Meza,72
F. Klos,Fabian Klos,72
C. Ramírez,Cristian Leonel Ramírez Zambrano,72
J. Boye,John Boye,72
M. Malyshev,Maksym Malyshev,72
Douglas,Douglas Pereira dos Santos,72
K. Boyd,Kris Boyd,72
D. Rodríguez,Diego Rodríguez,72
M. Møller Dæhli,Mats  Møller Dæhli,72
S. Polter,Sebastian Polter,72
R. van Rhijn,Ricardo van Rhijn,72
N. Maraš,Nikola Maraš,72
L. Castellanos,Andrés Leandro Castellanos Serrano,72
A. Biyogo Poko,André Biyogo Poko,72
J. Otero,Juan Ferney Otero Tovar,72
N. Boilesen,Nicolai Møller Boilesen,72
D. Lainez,Diego Lainez Leyva,72
Y. Al Shahrani,Yasser Al Shahrani,72
I. Diomandé,Ismaël Tiémoko Diomandé,72
D. Dibusz,Dénes Dibusz,72
D. Kądzior,Damian Kądzior,72
J. Bottinelli,Jonathan Pablo Bottinelli,72
G. Barry,Gareth Barry,72
R. Kruse,Robbie Kruse,72
C. Bernardi,Cristian Oscar Bernardi,72
E. Ávila,Ezequiel Ávila,72
N. Radonjić,Nemanja Radonjić,72
Jeff Meirson,Jeff Nazario Meire Costinho,72
J. Güemez,Javier Güemez López,72
J. Jones,Jordan Jones,72
D. Guzman,David Guzman,72
A. Zaldívar,Ángel Zaldívar Caviedes,72
S. Tibbling,Simon Tibbling,72
Joshuando Sá,Joshua Eduardo Sá Madeira,72
A. De Sart,Alexis De Sart,72
W. Owusu,William Owusu,72
M. Abarhoun,Mohamed Aberhoune,72
J. Puncheon,Jason Puncheon,72
M. Stiepermann,Marco Stiepermann,72
M. Demir,Muhammet Demir,72
Salva Sevilla,Salvador Sevilla López,72
B. Kololli,Benjamin Kololli,72
J. Börner,Julian Börner,72
Ricardo Ryller,Ricardo Ryller Ribeiro Lino Silva,72
B. Białkowski,Bartosz Białkowski,72
M. Mantovani,Martín Maximiliano Mantovani,72
S. Ortega,Stefan Ortega Moreno,72
S. Gürler,Serdar Gürler,72
J. Bennett,Joe Bennett,72
Rui Fonte,Rui Pedro da Rocha Fonte,72
A. Adnan,Ali Adnan,72
Luismi,Luis Miguel Sánchez Benítez,72
L. Garritano,Luca Garritano,72
A. Cubas,Adrián Andrés Cubas,72
Jubal,Jubal Rocha Mendes Junior,72
L. Phiri,Lebogang Phiri,72
T. Delaine,Thomas Delaine,72
J. Murphy,Jamie Murphy,72
Alexandre Frandeira,Alex Martin Frandeira Álvares,72
R. García Guerreño,Rolando García Guerreño,72
K. Sema,Ken Sema,72
Reyes,José Antonio Reyes Calderón,72
I. Hajrović,Izet Hajrović,72
Fernando Boldrin,Fernando Henrique Boldrin,72
D. Peralta,Diego Arturo Peralta González,72
Sebá,Sebastião de Freitas Couto Júnior,72
U. Ćosić,Uroš Ćosić,72
F. Pisacane,Fabio Pisacane,72
D. Rossi,Diego Rossi,72
R. Alvarado,Roberto Alvarado,72
J. Brownhill,Josh Brownhill,72
M. Piedrahita,Marlon Javier Piedrahita Londoño,72
M. van der Werff,Maikel van der Werff,72
D. Dwyer,Dom Dwyer,72
G. Bettini,Gonzalo Bettini,71
P. Brlek,Petar Brlek,71
Miltisco Paulino,M. Vanderlei Paulino Kenedy,71
Tobias Figueiredo,Tobias Pereira Figueiredo,71
Erik Morán,Erik Morán Arribas,71
David Batanero,David Batanero Puigbó,71
G. Holtmann,Gerrit Holtmann,71
A. Caracciolo,Antonio Aldo Caracciolo,71
A. Ajdarević,Astrit Ajdarević,71
Jung Sung Ryong,정성룡 郑俊玄,71
A. Kamara,Aboubakar Kamara,71
A. Preciado,Ayrton Preciado,71
M. Valenzuela,Milton Nahuel Valenzuela,71
E. Fernandes,Edimilson Fernandes,71
L. Memushaj,Ledian Memushaj,71
E. Kawashima,川島 永嗣,71
J. Filipović,Jakov Filipović,71
A. Gogia,Akaki Gogia,71
D. Schmidt,Dominik Schmidt,71
Rodrigo Becão,Rodrigo Nascimento França,71
M. Friedrich,Marvin Friedrich,71
T. Schütz,Tom Schütz,71
S. Tecl,Stanislav Tecl,71
D. Milićević,Danijel Milićević,71
O. Fink,Oliver Fink,71
A. Tarek,Amro Tarek Abdel Aziz,71
M. Jonjić,Matej Jonjić,71
B. Heynen,Bryan Heynen,71
João Pedro,João Pedro Maturano dos Santos,71
D. Rosero Valencia,Daniel Rosero Valencia,71
R. Caroca,Rafael Antonio Caroca Cordero,71
Souza,Elierce Barbosa de Souza,71
K. Bonifazi,Kevin Bonifazi,71
D. Williams,Daniel Williams,71
O. Cabezas,Óscar Cabezas,71
C. Stengs,Calvin Stengs,71
Borja Lasso,Borja Lasso De La Vega,71
R. Oudin,Rémi Oudin,71
R. Rodríguez,Ribair Rodríguez Pérez,71
J. Campos,Jhasmani Campos,71
J. Rhodes,Jordan Rhodes,71
I. Šunjić,Ivan Šunjić,71
R. Thelander,Rasmus Thelander,71
N. Moro,Nikola Moro,71
M. Lustig,Mikael Lustig,71
S. Nishikawa,西川 周作,71
M. Torsiglieri,Marco Natanel Torsiglieri,71
P. Škuletić,Petar Škuletić,71
M. Caire,Maximiliano Caire,71
C. Lucchetti,Cristian David Lucchetti,71
B. Afobe,Benik Afobe,71
Carlitos,Carlos Alberto Alves Garcia,71
J. Bela,Jérémie Bela,71
M. Coronel,Maximiliano Ángel Coronel,71
Ricardo Valente,Ricardo Jorge Oliveira Valente,71
J. Perbet,Jérémy Perbet,71
A. Callens,Alexander Martín Marquinho Callens Asín,71
Adriano Facchini,Adriano Facchini,71
Carraça,Rui Filipe Caetano Moura,71
A. Rojas,Ariel Mauricio Rojas,71
D. Lenihan,Darragh Lenihan,71
B. McKay,Barrie McKay,71
N. Ghilas,Nabil Ghilas,71
Y. Kashiwa,柏好 文,71
D. Damjanović,Dejan Damjanović,71
F. Sammaritano,Frédéric Sammaritano,71
V. Fiorillo,Vincenzo Fiorillo,71
R. Keogh,Richard Keogh,71
Bressan,Matheus Simoneti Bressaneli,71
E. Başsan,Emrah Başsan,71
J. Quiñones,Julián Andrés Quiñones Quiñones,71
A. Soto,Alexis Soto,71
H. Novillo,Harry Novillo,71
C. Brunt,Chris Brunt,71
D. McGoldrick,David McGoldrick,71
K. Letica,Karlo Letica,71
L. Reyes,Luis Ricardo Reyes Moreno,71
L. Zingerle,Leopold Zingerle,71
F. Müller,Florian Müller,71
R. Tesche,Robert Tesche,71
U. Emanuelson,Urby Emanuelson,71
J. Abella,José Javier Abella Fanjul,71
T. Kleindienst,Tim Kleindienst,71
M. Yumlu,Mustafa Yumlu,71
M. Matip,Marvin Matip,71
J. Sambenito,José Gabriel Sambenito,71
S. Prevljak,Smail Prevljak,71
D. von Ballmoos,David von Ballmoos,71
A. Nwakaeme,Anthony Nwakaeme,71
D. Silva,David Mackalister Silva Mosquera,71
I. Oblyakov,Ivan Oblyakov,71
M. Fraga,Miguel Ángel Fraga Licona,71
B. Başaçıkoğlu,Bilal Başaçıkoğlu,71
C. Bryson,Craig Bryson,71
D. Andrade,Darwin Zamir Andrade Marmolejo,71
E. Andersen,Eirik  Ulland Andersen,71
H. Dean,Harlee Dean,71
Edu Machado,Eduardo José Borges Machado,71
E. Aguirre,Erick Germain Aguirre Tafolla,71
N. Leiva,Matías Nahuel Leiva Esquivel,71
Tiago,Tiago Alves Sales,71
K. Musona,Knowledge Musona,71
A. Gonçalves,Anthony Gonçalves,71
Torrejón,Marc Torrejón Moya,71
C. Pinares,César Ignacio Pinares Tamayo,71
R. Pucino,Raffaele Pucino,71
P. Barrera,Pablo Edson Barrera Acosta,71
Nascimentardo,Jonas Welson Orsi de Meneses,71
Heltinho Melo,Heltinho Melo Chaves,71
B. Koita,Bengali-Fodé Koita,71
Canella,Roberto Canella Suárez,71
K. Lee,Kieran Lee,71
R. Mphahlele,Ramahlwe Mphahlele,71
K. Müller,Kevin Müller,71
J. Cuero,Jefferson Cuero Castro,71
J. Wallace,Jed Wallace,71
J. Sánchez,Jesús Enrique Sánchez García,71
S. Guirassy,Serhou Guirassy,71
L. Agbenyenu,Lumor Agbenyenu,71
J. Harrison,Jack Harrison,71
S. Schwab,Stefan Schwab,71
D. Burn,Dan Burn,71
M. Correia,Marcel Correia,71
Marlion Rolim,Marlion Rômulo Rolim Nascimento,71
S. Michel,Sven Michel,71
P. Olkowski,Paweł Olkowski,71
G. Loria,Giorgi Loria,71
Javi Castellano,Javier Castellano Betancor,71
M. Fouzair,Mohamed Fouzair,71
C. Yambéré,Cédric Yambéré,71
B. Sanneh,Bubacarr Sanneh,71
H. Reed,Harrison Reed,71
Fernando,Fernando Dos Santos Pedro,71
S. Plavšić,Srdjan Plavšić,71
J. Morrison,James  Morrison,71
D. Machado,Deiver Machado,71
P. Díaz,Paulo César Díaz Huincales,71
A. Khalili,Abdul Rahman Khalili,71
K. Kerschbaumer,Konstantin Kerschbaumer,71
S. Medojević,Slobodan Medojević,71
G. Berardi,Gaetano Berardi,71
Thiago Santana,Thiago Santos Santana,71
M. Maloča,Mario Maloča,71
Negueba,Guilherme Ferreira Pinto,71
S. Malone,Scott Malone,71
J. Cooper,Jake Cooper,71
H. Abe,阿部 浩之,71
Raúl Lizoain,Raúl Lizoáin Cruz,71
K. Lafferty,Kyle Lafferty,71
Wiliam Santinho,Wiliam Carlos Santoso Sampaio,71
T. Beugelsdijk,Tom Beugelsdijk,71
F. Gulbrandsen,Fredrik Gulbrandsen,71
L. Bruins,Luigi Bruins,71
R. Oshima,大島 僚太,71
Álvaro,Álvaro Vázquez García,71
M. Al Buraik,Mohammed Al Buraik,71
Raphael Rossi,Raphael Rossi Branco,71
G. Litteri,Gianluca Litteri,71
M. Rodríguez,Matías Nicolás Rodríguez,71
C. Gülselam,Ceyhun Gülselam,71
M. Le Bihan,Mickaël Le Bihan,71
R. Bajić,Rijad Bajić,71
F. Navarro,Fernando Navarro Morán,71
B. Drągowski,Bartłomiej Drągowski,71
D. Bentley,Daniel Bentley,71
Juninho,Vitor Gomes Pereira Júnior,71
Kadu,Ricardo Martins de Araújo,71
Rafa Mir,Rafael Mir Vicente,71
M. Autret,Mathias Autret,71
A. Diomande,Adama Valentin Diomande,71
B. Jeannot,Benjamin Jeannot,71
Z. Kuzmanović,Zdravko Kuzmanović,71
D. Lemos,Damián Oscar Lemos,71
D. Barbona,David Matías Barbona,71
F. Erpen,Facundo Adrián Erpen,71
S. Andersson,Sebastian Andersson,71
M. Hector,Michael Hector,71
G. Molins,Guillermo Federico Molins Palmeiro,71
L. Jutkiewicz,Lukas Jutkiewicz,71
Silvosinho,Thomas Nicolas Silva Rangel,71
K. Balanta,Kevin Balanta,71
V. Muriqi,Vedat Muriqi,71
F. Márquez,Fernando Márquez,71
H. Van Der Bruggen,Hannes Van Der Bruggen,71
L. Nielsen,Lasse Nielsen,71
A. Mac Allister,Alexis Mac Allister,71
Jonas,Jonas Gomes de Sousa,71
Defendi,Rodrigo Defendi,71
L. Quintana,Luis Quintana,71
Dorca,Albert Dorca Masó,71
E. Prib,Edgar Prib,71
Yeom Ki Hun,염기훈 廉基勋,71
Bremer,Gleison Bremer Silva Nascimento,71
Rodrigo,Rodrigo Alves Soares,71
J. Attamah,Joseph Attamah,71
Álvaro Lemos,Álvaro Lemos Collazo,71
J. Meram,Justin Meram,71
Renato Neto,Renato Neto Cardoso Porto,71
Alexandre Guedes,Alexandre Garcia Guedes,71
E. García,Emmanuel García,71
A. Ateef,Abdullah Ateef,71
N. Bitton,Nir Bitton,71
S. Thern,Simon Thern,71
N. Katić,Nikola Katić,71
O. Haddadi,Oussama Haddadi,71
H. Choudhury,Hamza Choudhury,71
M. Jedinák,Mile Jedinák,71
D. Benlamri,Djamel Eddine Benlamri,71
S. Palacios,Sebastián Palacios,71
M. Al Owais,Mohammed Khalil Al Owais,71
O. Rashid,Osama Rashid,71
G. Thorne,George Thorne,71
A. Pešić,Aleksandar Pešić,70
S. Berahino,Saido Berahino,70
R. Bianco,Raffaele Bianco,70
N. Sarenren Bazee,Noah Joel Sarenren Bazee,70
J. Böðvarsson,Jón Daði Böðvarsson,70
C. De Norre,Casper De Norre,71
S. Maguire,Sean Maguire,71
L. Lollo,Lorenzo Lollo,71
Luso,Luis Eduardo Delgado Pacheco,71
A. Kolomeytsev,Aleksandr Kolomeytsev,71
J. Siebenhandl,Jörg Siebenhandl,71
S. Downing,Stewart Downing,71
O. Pérez,Óscar Pérez Rojas,71
P. Klingmann,Philipp Klingmann,71
L. Mancuso,Leonardo Mancuso,71
Eguaras,Iñigo Eguaras Álvarez,71
G. Makaridze,Giorgi Makaridze,70
S. Sam,Sidney Sam,70
Lucas Possignolo,Lucas Possignolo,70
Edson Farias,Edson Rodrigues Farias,70
G. Campi,Gastón Campi,70
A. Hutton,Alan Hutton,70
Braga,Bruno Manuel Araújo Braga,70
C. Ganea,Cristian Ganea,70
E. Burgos,Esteban Rodrigo Burgos,70
S. Janko,Saidy Janko,70
L. Pasciuti,Lorenzo Pasciuti,70
J. Cavalli,Johan Cavalli,70
B. Berisha,Besart Berisha,70
T. Martínez,Tomás Martínez,70
H. Mendyl,Hamza Mendyl,70
Alberto Benito,Alberto Benito Correo,70
G. Varela,Guillermo Varela,70
S. Lundevall,Simon Lundevall,70
J. Rodríguez,Jorge Rodríguez,70
M. Azira,Micheal Azira,70
Ortuño,Alfredo Ortuño Martínez,70
T. Bašić,Toma Bašić,70
F. Amuzu,Francis Amuzu,70
